name,score,genres,episodes,studios,duration,rank,popularity,favorites,scored_by,members
Karakai Jouzu no Takagi-san 3,8.38,"Comedy, Romance",12,Shin-Ei Animation,24 min per ep,208,1286,2345,89585,198639
Chihayafuru 2,8.38,"Drama, Sports",25,Madhouse,22 min per ep,211,1064,1645,133952,242969
Gintama°: Aizome Kaori-hen,8.38,Comedy,2,Bandai Namco Pictures,25 min per ep,214,2388,141,47039,88795
Cowboy Bebop: Tengoku no Tobira,8.38,"Action, Sci-Fi",1,Bones,1 hr 55 min,212,636,1683,222932,392992
Shiguang Dailiren: Yingdu Pian,8.37,Drama,6,CMC Media,32 min per ep,220,3697,336,10160,41357
Tunshi Xingkong 3rd Season,8.37,"Action, Adventure, Fantasy, Sci-Fi",33,Sparkly Key Animation Studio,21 min per ep,221,10415,37,1598,3106
Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go),8.37,"Action, Fantasy, Mystery, Romance, Suspense",1,ufotable,2 hr 1 min,222,1216,2313,115326,212538
Cross Game,8.37,"Drama, Romance, Sports",50,SynergySP,23 min per ep,218,1859,3059,52285,128108
3-gatsu no Lion,8.37,Drama,22,Shaft,25 min per ep,216,311,15986,290159,702655
Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,8.37,"Drama, Suspense",1,Shaft,1 hr 49 min,224,1228,1089,104193,210493
Mahou Shoujo Madoka★Magica,8.37,"Award Winning, Drama, Suspense",12,Shaft,24 min per ep,223,104,57288,780436,1340819
Haikyuu!! To the Top,8.37,Sports,13,Production I.G,24 min per ep,219,173,5391,610248,990522
Barakamon,8.37,Slice of Life,12,Kinema Citrus,22 min per ep,217,320,13154,350417,685624
Kizumonogatari I: Tekketsu-hen,8.36,"Action, Mystery, Supernatural",1,Shaft,1 hr 4 min,225,426,3779,297740,553731
Gintama: Shiroyasha Koutan,8.36,"Action, Comedy, Sci-Fi",1,Sunrise,10 min,229,2723,92,35537,72366
Non Non Biyori Nonstop,8.36,Slice of Life,12,SILVER LINK.,24 min per ep,228,1819,961,50609,131337
Kono Subarashii Sekai ni Shukufuku wo! 3,8.36,"Adventure, Comedy, Fantasy",11,Drive,23 min per ep,226,500,5330,187050,476232
Mushoku Tensei: Isekai Ittara Honki Dasu,8.36,"Adventure, Drama, Fantasy, Ecchi",11,Studio Bind,23 min per ep,227,95,36772,888505,1440060
Tensei shitara Slime Datta Ken 2nd Season,8.36,"Action, Comedy, Fantasy",12,8bit,23 min per ep,231,162,10879,598940,1034151
Shinseiki Evangelion,8.36,"Action, Avant Garde, Award Winning, Drama, Sci-Fi, Suspense",26,"Gainax, Tatsunoko Production",24 min per ep,230,45,110742,1138537,1904281
Tunshi Xingkong 4th Season,8.35,"Action, Adventure, Fantasy, Sci-Fi",123,Sparkly Key Animation Studio,21 min per ep,232,9933,105,1204,3607
Violet Evergarden: Recollections,8.35,Drama,1,Kyoto Animation,1 hr 35 min,234,3867,163,11991,37698
Meitantei Conan Movie 26: Kurogane no Submarine,8.35,"Action, Mystery",1,TMS Entertainment,1 hr 49 min,239,5732,103,7253,15065
K-On! Movie,8.35,"Award Winning, Comedy",1,Kyoto Animation,1 hr 50 min,236,747,2892,201763,341797
Girls & Panzer: Saishuushou Part 4,8.35,,1,Actas,54 min,241,5067,106,6088,20734
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,8.35,"Comedy, Romance",12,feel.,24 min per ep,235,270,14495,426432,771486
Kaze no Tani no Nausicaä,8.35,"Adventure, Award Winning, Drama, Fantasy",1,Topcraft,1 hr 57 min,237,632,5635,246624,394342
Baccano!,8.35,"Action, Mystery, Supernatural",13,Brain's Base,24 min per ep,240,195,23503,390030,929902
Initial D First Stage,8.35,"Action, Drama",26,"Gallop, Studio Comet",25 min per ep,243,606,13036,204260,409032
Hellsing Ultimate,8.35,"Action, Horror, Supernatural",10,"Madhouse, Satelight, Graphinica",49 min per ep,242,183,22593,501929,969898
"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou",8.35,Drama,1,Kyoto Animation,34 min,233,725,941,209435,349889
Kimetsu no Yaiba: Mugen Ressha-hen,8.35,"Action, Supernatural",7,ufotable,24 min per ep,238,228,4461,514636,855175
Fumetsu no Anata e,8.34,"Adventure, Drama, Supernatural",20,Brain's Base,25 min per ep,245,199,15114,390593,922856
IDOLiSH7 Third Beat! Part 2,8.34,Drama,17,TROYCA,24 min per ep,246,5616,262,5221,15821
Versailles no Bara,8.34,"Drama, Romance",40,Tokyo Movie Shinsha,24 min per ep,247,2143,3221,31697,105290
Wu Shan Wu Xing: Xichuan Huan Zi Lin,8.34,"Action, Fantasy, Supernatural",4,Samsara Animation Studio,38 min per ep,248,5649,113,4706,15511
Douluo Dalu 2nd Season,8.34,"Action, Adventure, Fantasy, Supernatural",237,Sparkly Key Animation Studio,20 min per ep,244,4945,472,9607,21903
Kidou Senshi Gundam: The Origin,8.33,"Action, Sci-Fi",6,Sunrise,1 hr 11 min per ep,252,2584,912,33403,78177
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,8.33,"Drama, Fantasy, Suspense",13,White Fox,26 min per ep,255,127,12016,692110,1184143
Hibike! Euphonium 2,8.33,Drama,13,Kyoto Animation,23 min per ep,251,1060,3739,129169,244174
Psycho-Pass,8.33,"Action, Mystery, Sci-Fi, Suspense",22,Production I.G,23 min per ep,254,64,39497,805911,1685198
Usagi Drop,8.33,Slice of Life,11,Production I.G,22 min per ep,249,468,6038,249481,509125
Bakuman. 2nd Season,8.33,"Comedy, Drama, Romance",25,J.C.Staff,24 min per ep,250,698,1379,217027,361657
Yoru ni Kakeru,8.33,,1,,4 min,,5218,93,12065,19285
Natsume Yuujinchou: Itsuka Yuki no Hi ni,8.33,"Slice of Life, Supernatural",1,Brain's Base,22 min,253,2496,115,37504,83088
Dr. Stone: New World Part 2,8.32,"Adventure, Comedy, Sci-Fi",11,TMS Entertainment,23 min per ep,262,746,1503,174906,341896
Seishun Buta Yarou wa Randoseru Girl no Yume wo Minai,8.32,"Drama, Romance, Supernatural",1,CloverWorks,1 hr 14 min,258,1999,481,33510,116308
Fate/stay night: Unlimited Blade Works 2nd Season,8.32,"Action, Fantasy",13,ufotable,24 min per ep,263,213,9399,581352,882005
One Outs,8.32,"Sports, Suspense",25,Madhouse,23 min per ep,257,1045,4127,119189,246989
Gotcha!,8.32,Fantasy,1,Bones,3 min,,4278,228,20040,30318
Ashita no Joe,8.32,"Drama, Sports",79,Mushi Production,25 min per ep,260,2216,2173,26104,100193
Bakemonogatari,8.32,"Mystery, Romance, Supernatural",15,Shaft,25 min per ep,261,94,50003,749767,1442145
Kiseijuu: Sei no Kakuritsu,8.32,"Action, Horror, Sci-Fi, Suspense",24,Madhouse,23 min per ep,256,43,35669,1199550,1945971
86,8.32,"Action, Drama, Sci-Fi",11,A-1 Pictures,23 min per ep,259,224,23202,446962,861209
Xian Ni,8.31,"Action, Adventure, Fantasy",128,BUILD DREAM,25 min per ep,276,8804,129,1268,5174
Bocchi the Rock! Movie,8.31,Comedy,2,CloverWorks,1 hr 22 min per ep,264,2946,433,3378,62507
Kage no Jitsuryokusha ni Naritakute! 2nd Season,8.31,"Action, Comedy, Fantasy",12,Nexus,23 min per ep,268,542,4848,242931,447011
Ginga Eiyuu Densetsu: Die Neue These - Sakubou,8.31,"Drama, Sci-Fi",12,Production I.G,25 min per ep,266,5565,63,6401,16227
Sasaki to Miyano Movie: Sotsugyou-hen,8.31,Boys Love,1,Studio Deen,51 min,273,3285,363,16711,50898
Natsume Yuujinchou Go Specials,8.31,"Slice of Life, Supernatural",2,Shuka,23 min per ep,270,3343,64,22941,49239
Uchuu Senkan Yamato 2199,8.31,"Action, Drama, Sci-Fi",26,"Xebec, AIC",25 min per ep,275,1948,1854,40259,119689
Kawaki wo Ameku,8.31,,1,,4 min,,4339,190,18706,29483
Major S6,8.31,Sports,25,SynergySP,24 min per ep,269,2893,473,37916,64741
Romeo no Aoi Sora,8.31,"Adventure, Drama",33,Nippon Animation,23 min per ep,272,3225,676,18198,52241
Shelter (Music),8.31,Sci-Fi,1,A-1 Pictures,6 min,,791,2425,218496,325343
Hunter x Hunter: Original Video Animation,8.31,"Action, Adventure, Fantasy",8,Nippon Animation,23 min per ep,267,1821,427,68309,131198
Tensei shitara Slime Datta Ken 2nd Season Part 2,8.31,"Action, Comedy, Fantasy",12,8bit,23 min per ep,274,240,10976,482764,836333
NHK ni Youkoso!,8.31,"Comedy, Drama, Romance, Suspense",24,Gonzo,23 min per ep,271,266,27996,350815,783049
Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu,8.31,"Drama, Sci-Fi",12,Production I.G,25 min per ep,265,4809,136,8749,23414
Kaijuu 8-gou,8.3,"Action, Fantasy, Sci-Fi",12,Production I.G,23 min per ep,282,427,5432,305211,552925
Kingdom 2nd Season,8.3,Action,39,Pierrot,25 min per ep,285,1777,888,66738,135500
Kemono no Souja Erin,8.3,"Drama, Fantasy",50,"Production I.G, Trans Arts",24 min per ep,284,2374,1499,22015,89666
Ookami to Koushinryou II,8.3,"Adventure, Drama, Romance, Supernatural",12,"Brain's Base, Marvy Jack",23 min per ep,288,469,4285,283448,507934
Luo Xiao Hei Zhan Ji (Movie),8.3,"Adventure, Drama, Fantasy",1,HMCH,1 hr 41 min,286,4342,401,10192,29443
Natsume Yuujinchou,8.3,"Slice of Life, Supernatural",13,Brain's Base,24 min per ep,287,422,16344,193008,564131
Diamond no Ace: Second Season,8.3,Sports,51,"Production I.G, Madhouse",24 min per ep,279,1702,1095,79469,143109
Evangelion Movie 2: Ha,8.3,"Action, Drama, Sci-Fi, Suspense",1,Khara,1 hr 52 min,280,421,3502,347555,564853
Katanagatari,8.3,"Action, Adventure, Romance",12,White Fox,49 min per ep,283,405,10850,218973,576577
Boku dake ga Inai Machi,8.3,"Mystery, Suspense",12,A-1 Pictures,23 min per ep,278,29,49586,1412614,2179616
Tunshi Xingkong 2nd Season,8.3,"Action, Adventure, Fantasy, Sci-Fi",26,Sparkly Key Animation Studio,21 min per ep,276,7779,135,2575,7008
Given,8.3,"Boys Love, Drama",11,Lerche,22 min per ep,281,386,17615,327729,600189
Steins;Gate: Oukoubakko no Poriomania,8.29,"Comedy, Sci-Fi",1,White Fox,24 min,293,530,866,285402,454048
Redline,8.29,"Action, Sci-Fi",1,Madhouse,1 hr 42 min,291,621,5916,213873,399646
Kuroko no Basket 3rd Season,8.29,Sports,25,Production I.G,24 min per ep,289,261,5136,489733,792051
Initial D Final Stage,8.29,,4,SynergySP,27 min per ep,296,1613,1014,79499,154068
Sakamichi no Apollon,8.29,"Drama, Romance",12,"Tezuka Productions, MAPPA",22 min per ep,292,620,7163,177251,400038
Meitantei Conan Movie 06: Baker Street no Bourei,8.29,"Adventure, Mystery",1,TMS Entertainment,1 hr 47 min,290,2535,273,48696,80895
Beck,8.29,Drama,26,Madhouse,25 min per ep,295,716,8765,145284,355828
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,8.29,"Drama, Supernatural",11,A-1 Pictures,22 min per ep,294,70,32760,1005805,1650878
Ao no Hako,8.28,"Romance, Sports",25,Telecom Animation Film,23 min per ep,297,1233,2186,44468,209112
Ore dake Level Up na Ken,8.28,"Action, Adventure, Fantasy",12,A-1 Pictures,23 min per ep,304,216,16368,509134,874943
Major: World Series,8.28,Sports,2,SynergySP,28 min per ep,302,3854,102,21399,37908
Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,8.28,"Drama, Sci-Fi",4,Production I.G,25 min per ep,299,4447,108,13860,28028
Tokyo Godfathers,8.28,"Award Winning, Comedy, Drama",1,Madhouse,1 hr 32 min,306,840,2802,155334,310506
Kino no Tabi: The Beautiful World,8.28,"Adventure, Drama, Fantasy",13,A.C.G.T.,24 min per ep,301,770,7256,101014,333927
Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,8.28,"Adventure, Comedy, Fantasy",1,Shin-Ei Animation,1 hr 48 min,298,5324,166,12437,18321
Gintama: Shinyaku Benizakura-hen,8.28,"Action, Comedy, Sci-Fi",1,Sunrise,11 min,300,3502,53,20148,45428
Rurouni Kenshin: Meiji Kenkaku Romantan,8.28,"Action, Comedy, Romance",94,"Gallop, Studio Deen",25 min per ep,305,466,10238,242459,509796
Naruto: Shippuuden,8.28,"Action, Adventure, Fantasy",500,Pierrot,23 min per ep,303,16,115525,1726867,2595177
Yuukoku no Moriarty Part 2,8.28,"Mystery, Suspense",13,Production I.G,23 min per ep,307,955,3222,126045,270711
"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su 2nd Season",8.27,"Action, Adventure, Fantasy",25,C2C,23 min per ep,308,1550,902,30989,162274
Diamond no Ace: Act II,8.27,Sports,52,Madhouse,24 min per ep,314,2293,1039,47829,95161
Gin no Saji 2nd Season,8.27,Comedy,11,A-1 Pictures,24 min per ep,318,1650,691,92161,149465
Yuru Camp△,8.27,Slice of Life,12,C-Station,23 min per ep,313,458,11602,228644,516338
Doukyuusei,8.27,Boys Love,1,A-1 Pictures,1 hr,315,916,6354,150953,281285
Shirobako,8.27,"Award Winning, Comedy, Drama",24,P.A. Works,24 min per ep,309,528,6248,146081,457022
Dr. Stone,8.27,"Adventure, Comedy, Sci-Fi",24,TMS Entertainment,24 min per ep,316,49,29381,1106675,1831604
Suzume no Tojimari,8.27,"Adventure, Supernatural",1,CoMix Wave Films,2 hr 1 min,310,571,5087,230752,426241
Fate/Zero,8.27,"Action, Fantasy",13,ufotable,27 min per ep,317,81,33984,883899,1545948
Tanoshii Muumin Ikka,8.27,"Adventure, Fantasy, Slice of Life",78,Telescreen,24 min per ep,311,4320,799,12977,29741
Koukaku Kidoutai,8.27,"Action, Award Winning, Mystery, Sci-Fi, Suspense",1,Production I.G,1 hr 22 min,320,337,13490,344238,665205
Hotarubi no Mori e,8.27,"Award Winning, Drama, Romance, Supernatural",1,Brain's Base,45 min,319,231,10445,472620,848051
Tenki no Ko,8.27,"Award Winning, Drama, Romance, Supernatural",1,CoMix Wave Films,1 hr 52 min,312,156,12885,636320,1057569
Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,8.26,"Sci-Fi, Suspense",1,White Fox,24 min,323,939,455,153079,274074
Space☆Dandy 2nd Season,8.26,"Comedy, Sci-Fi",13,Bones,24 min per ep,322,1450,1899,92400,174147
Gyakkyou Burai Kaiji: Ultimate Survivor,8.26,Suspense,26,Madhouse,23 min per ep,326,682,10407,169055,370319
Kage no Jitsuryokusha ni Naritakute!,8.26,"Action, Comedy, Fantasy",20,Nexus,23 min per ep,321,287,16665,401190,750864
Tsubasa: Tokyo Revelations,8.26,"Action, Adventure, Drama, Fantasy, Romance",3,Production I.G,24 min per ep,325,2251,829,45921,98014
Tenkuu no Shiro Laputa,8.26,"Adventure, Award Winning, Fantasy",1,Studio Ghibli,2 hr 4 min,324,465,4547,319896,511387
Dr. Stone: Science Future,8.25,"Adventure, Comedy, Sci-Fi",12,TMS Entertainment,24 min per ep,330,1452,635,18851,173886
BanG Dream! Ave Mujica,8.25,Drama,13,SANZIGEN,23 min per ep,327,5258,276,3148,18848
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Yakusai-hen,8.25,"Action, Adventure, Fantasy",11,J.C.Staff,23 min per ep,331,1009,1752,134993,257768
Dororo,8.25,"Action, Adventure, Fantasy",24,"Tezuka Productions, MAPPA",24 min per ep,327,107,21856,659934,1293979
Shinsekai yori,8.25,"Drama, Fantasy, Horror, Mystery, Sci-Fi, Suspense",25,A-1 Pictures,22 min per ep,337,256,22199,283220,798556
Stranger: Mukou Hadan,8.25,"Action, Adventure",1,Bones,1 hr 42 min,338,743,3020,168278,342735
Doupo Cangqiong 4th Season,8.25,"Action, Adventure, Fantasy, Romance, Supernatural",24,Motion Magic,24 min per ep,329,7215,108,4229,8528
World Trigger 3rd Season,8.25,"Action, Sci-Fi",14,Toei Animation,23 min per ep,341,1849,1216,49650,128549
Nodame Cantabile,8.25,"Comedy, Romance",23,J.C.Staff,22 min per ep,335,799,4932,131891,322402
Kono Subarashii Sekai ni Shukufuku wo! 2,8.25,"Adventure, Comedy, Fantasy",10,Studio Deen,23 min per ep,334,76,12005,1047642,1581073
Tonari no Totoro,8.25,"Adventure, Award Winning, Supernatural",1,Studio Ghibli,1 hr 26 min,340,142,8835,722277,1108660
Planetes,8.25,"Award Winning, Drama, Romance, Sci-Fi",26,Sunrise,25 min per ep,336,980,3992,79592,265396
Hajime no Ippo: Champion Road,8.25,Sports,1,Madhouse,1 hr 31 min,332,1671,261,89276,146939
Hunter x Hunter: Greed Island Final,8.25,"Action, Adventure, Fantasy",14,Nippon Animation,23 min per ep,333,1642,250,80984,150289
One Piece: Gyojin Tou-hen,8.24,"Action, Adventure, Fantasy",21,Toei Animation,23 min per ep,352,4182,145,5760,31896
One Piece: Gyojin Tou-hen,8.24,"Action, Adventure, Fantasy",21,Toei Animation,23 min per ep,352,4182,145,5760,31896
Fanren Xiu Xian Chuan 3rd Season,8.24,"Action, Adventure, Fantasy",48,"Original Force, Wonder Cat Animation",20 min per ep,345,11616,25,848,2177
BanG Dream! It's MyGO!!!!!,8.24,Drama,13,SANZIGEN,23 min per ep,343,4294,795,13880,30084
Golden Kamuy 2nd Season,8.24,"Action, Adventure",12,Geno Studio,23 min per ep,346,1183,972,119849,219295
Haikyuu!! Movie 4: Concept no Tatakai,8.24,Sports,1,Production I.G,1 hr 28 min,347,2290,89,37916,95322
Gyakkyou Burai Kaiji: Hakairoku-hen,8.24,Suspense,26,Madhouse,24 min per ep,347,1266,2866,111549,202228
Non Non Biyori Movie: Vacation,8.24,Slice of Life,1,SILVER LINK.,1 hr 11 min,351,2505,208,39035,82276
Sennen Joyuu,8.24,"Action, Adventure, Award Winning, Drama, Fantasy, Romance",1,Madhouse,1 hr 26 min,341,1294,2821,89544,197483
Boku no Hero Academia 6th Season,8.24,Action,25,Bones,23 min per ep,343,293,7276,358090,722925
Kuroshitsuji Movie: Book of the Atlantic,8.24,"Action, Mystery, Supernatural",1,A-1 Pictures,1 hr 40 min,349,1221,1583,97673,211802
Hajime no Ippo: Mashiba vs. Kimura,8.24,Sports,1,Madhouse,1 hr 1 min,349,1969,221,73035,118534
Meitantei Conan: Episode One - Chiisaku Natta Meitantei,8.24,"Adventure, Comedy, Mystery",1,TMS Entertainment,1 hr 33 min,350,4152,64,15702,32535
Re:Zero kara Hajimeru Isekai Seikatsu,8.24,"Drama, Fantasy, Suspense",25,White Fox,26 min per ep,352,23,70858,1476036,2308913
Shen Yin Wangzuo 2nd Season,8.23,"Action, Adventure, Fantasy",,Shenman Entertainment,20 min,360,8559,128,2128,5596
Boku no Kokoro no Yabai Yatsu,8.23,"Comedy, Romance",12,Shin-Ei Animation,23 min per ep,364,683,5487,188509,369908
Mushoku Tensei II: Isekai Ittara Honki Dasu,8.23,"Adventure, Drama, Fantasy, Ecchi",12,Studio Bind,23 min per ep,357,346,7383,373520,655661
Youjo Senki Movie,8.23,"Action, Fantasy",1,Nut,1 hr 38 min,362,872,1172,160770,302438
Kamisama Hajimemashita◎,8.23,"Comedy, Romance, Supernatural",12,TMS Entertainment,23 min per ep,353,561,3521,232502,435900
Bakemono no Ko,8.23,Fantasy,1,Studio Chizu,1 hr 59 min,363,560,3222,232673,438568
Kidou Senshi Gundam: Tekketsu no Orphans 2nd Season,8.23,"Action, Drama, Sci-Fi",25,Sunrise,24 min per ep,354,1635,1680,85214,151500
Danshi Koukousei no Nichijou,8.23,Comedy,12,Sunrise,24 min per ep,365,230,14579,427390,852001
Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,8.23,"Drama, Romance, Supernatural",13,CloverWorks,24 min per ep,359,50,48458,1157985,1828285
Majo no Takkyuubin,8.23,"Adventure, Award Winning, Comedy, Drama, Fantasy",1,Studio Ghibli,1 hr 43 min,357,369,6257,403454,621410
Spy x Family Part 2,8.23,"Action, Comedy",13,"Wit Studio, CloverWorks",24 min per ep,361,166,7532,543470,1017655
Kobayashi-san Chi no Maid Dragon S,8.23,"Slice of Life, Supernatural",12,Kyoto Animation,23 min per ep,356,399,5785,291329,582433
IDOLiSH7 Third Beat!,8.23,Drama,13,TROYCA,24 min per ep,366,4709,393,8354,24638
Liz to Aoi Tori,8.22,"Award Winning, Drama",1,Kyoto Animation,1 hr 30 min,368,1634,2963,61513,151741
Kono Sekai no Katasumi ni,8.22,"Award Winning, Drama",1,MAPPA,2 hr 48 min,367,1297,1612,80862,197205
Nodame Cantabile Finale,8.22,"Comedy, Romance",11,J.C.Staff,22 min per ep,371,1825,409,70849,130369
Wu Liuqi: Zui Qiang Fa Xing Shi,8.22,"Action, Comedy, Drama, Mystery",10,Sharefun Studio,16 min per ep,375,2431,583,50292,86439
Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,8.22,"Drama, Suspense",1,Shaft,2 hr 11 min,369,1242,964,104484,207224
Mimi wo Sumaseba,8.22,"Drama, Romance",1,Studio Ghibli,1 hr 51 min,370,654,5404,216980,383863
Shoujo Kakumei Utena,8.22,"Award Winning, Drama, Fantasy, Mystery, Suspense",39,J.C.Staff,23 min per ep,372,1122,9012,67778,232289
Trigun,8.22,"Action, Adventure, Sci-Fi",26,Madhouse,24 min per ep,374,260,16672,385199,793518
Shoujo Shuumatsu Ryokou,8.22,"Adventure, Mystery, Sci-Fi, Slice of Life",12,White Fox,23 min per ep,373,685,7710,138823,367818
Yubisaki to Renren,8.21,Romance,12,Ajia-do,23 min per ep,377,920,3648,124989,280605
Tengoku Daimakyou,8.21,"Adventure, Mystery, Sci-Fi",13,Production I.G,23 min per ep,376,428,6741,254948,552757
Berserk: Ougon Jidai-hen III - Kourin,8.21,"Action, Adventure, Drama, Fantasy, Horror",1,Studio 4°C,1 hr 50 min,378,1102,1658,147424,235421
Ookami to Koushinryou,8.21,"Adventure, Drama, Romance, Supernatural",13,Imagin,23 min per ep,383,233,18086,404862,844792
Fruits Basket 1st Season,8.21,"Drama, Romance, Supernatural",25,TMS Entertainment,23 min per ep,380,212,17211,420886,884400
Major S3,8.21,Sports,26,Studio Hibari,25 min per ep,382,2743,353,44577,71236
Kaguya-hime no Monogatari,8.21,"Award Winning, Fantasy",1,Studio Ghibli,2 hr 17 min,381,1054,2837,128319,244965
Cardcaptor Sakura Movie 2: Fuuin Sareta Card,8.21,"Award Winning, Comedy, Drama, Romance",1,Madhouse,1 hr 22 min,379,1955,486,68782,119330
Cang Yuan Tu,8.2,"Action, Adventure, Fantasy",26,Shenman Entertainment,23 min per ep,398,10228,55,1273,3272
Wu Liuqi: Anying Suming,8.2,"Action, Adventure, Comedy, Drama, Mystery",10,"Sharefun Studio, AHA Entertainment",16 min per ep,393,4257,193,15278,30612
Quanzhi Gaoshou Specials,8.2,Action,3,Colored Pencil Animation,27 min per ep,388,2091,350,56164,109431
Bungou Stray Dogs 3rd Season,8.2,"Action, Mystery",12,Bones,23 min per ep,397,334,5062,356108,669998
Meitantei Conan Movie 13: Shikkoku no Chaser,8.2,"Action, Mystery",1,"Tokyo Movie Shinsha, TMS Entertainment",1 hr 51 min,387,2961,77,35030,62096
Saiki Kusuo no Ψ-nan: Kanketsu-hen,8.2,Comedy,1,"J.C.Staff, Egg Firm",47 min,390,1117,409,138684,232930
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,8.2,"Comedy, Romance",13,feel.,24 min per ep,395,143,15991,714244,1107416
InuYasha: Kanketsu-hen,8.2,"Action, Adventure, Fantasy, Romance",26,Sunrise,24 min per ep,400,889,2266,147985,293799
MILGЯAM,8.2,Suspense,,OTOIRO,4 min,,6307,230,1787,11728
